Gene,Transcrit,Protein,Accession
Acc20182,Acc20182.1,d1321.a1.a1,PSS04333
Acc20189,Acc20189.1,c364.a6.a1,PSS04339
Acc20193,Acc20193.1,d3117.a1.a1,PSS04343
Acc20199,Acc20199.1,d2147.a1.a1,PSS04349
Acc20215,Acc20215.1,d1245.a1.a1,PSS04365
Acc20216,Acc20216.1,d2727.a1.a1,PSS04366
Acc20217,Acc20217.1,d3175.a1.a1,PSS04367
Acc20234,Acc20234.1,d1554.a2.a1,PSS04381
Acc20247,Acc20247.1,b18.a4.a1,PSS04393
Acc20255,Acc20255.1,c928.a3.a1,PSS04401
Acc20256,Acc20256.1,d2072.a1.a1,PSS04402
Acc20259,Acc20259.1,d1720.a1.a1,PSS04405
Acc20294,Acc20294.1,d1339.a1.a1,PSS04440
Acc20298,Acc20298.1,c256.a1.a1,PSS04444
Acc20300,Acc20300.1,c660.a1.a1,PSS04446
Acc20304,Acc20304.1,d1240.a1.a1,PSS04450
Acc20309,Acc20309.1,d1065.a2.a1,PSS04455
Acc20311,Acc20311.1,d1854.a1.a1,PSS04457
Acc20326,Acc20326.1,b46.a2.a1,PSS04472
Acc20330,Acc20330.1,d1438.a2.a1,PSS04476
Acc20338,Acc20338.1,d1892.a2.a1,PSS04484
Acc20340,Acc20340.1,c582.a2.a1,PSS04486
Acc20345,Acc20345.1,d1366.a1.a1,PSS04491
Acc20348,Acc20348.1,d3245.a1.a1,PSS04494
Acc20350,Acc20350.1,d2546.a1.a1,PSS04496
Acc20351,Acc20351.1,d1659.a2.a1,PSS04497
Acc20358,Acc20358.1,d2193.a2.a1,PSS04504
Acc20359,Acc20359.1,c180.a3.a1,PSS04505
Acc20361,Acc20361.1,c823.a3.a1,PSS04507
Acc20368,Acc20368.1,c797.a1.a1,PSS04514
Acc20370,Acc20370.1,c635.a1.a1,PSS04516
Acc20379,Acc20379.1,d1407.a1.a1,PSS04524
Acc20383,Acc20383.1,d2240.a1.a1,PSS04528
Acc20387,Acc20387.1,c899.a1.a1,PSS04532
Acc20396,Acc20396.1,d2767.a1.a1,PSS04541
Acc20397,Acc20397.1,c335.a1.a1,PSS04542
Acc20398,Acc20398.1,d3307.a1.a1,PSS04543
Acc20399,Acc20399.1,d2475.a1.a1,PSS04544
Acc20403,Acc20403.1,c897.a1.a1,PSS04548
Acc20418,Acc20418.1,d1537.a1.a1,PSS04563
Acc20422,Acc20422.1,d2118.a1.a1,PSS04567
Acc20426,Acc20426.1,c511.a1.a1,PSS04571
Acc20434,Acc20434.1,d1318.a1.a1,PSS04579
Acc20442,Acc20442.1,b87.a1.a1,PSS04586
Acc20445,Acc20445.1,d1194.a1.a1,PSS04589
Acc20458,Acc20458.1,d2027.a1.a1,PSS04602
Acc20463,Acc20463.1,d2580.a1.a1,PSS04607
Acc20465,Acc20465.1,b55.a4.a1,PSS04609
Acc20467,Acc20467.1,d3360.a1.a1,PSS04611
Acc20478,Acc20478.1,c486.a3.a1,PSS04622
Acc20480,Acc20480.1,d3388.a1.a1,PSS04624
Acc20487,Acc20487.1,d2581.a1.a1,PSS04631
Acc20489,Acc20489.1,c631.a1.a1,PSS04633
Acc20494,Acc20494.1,d2642.a1.a1,PSS04638
Acc20521,Acc20521.1,c886.a2.a1,PSS04665
Acc20522,Acc20522.1,d1052.a1.a1,PSS04666
Acc20523,Acc20523.1,c236.a1.a1,PSS04667
Acc20524,Acc20524.1,c629.a1.a1,PSS04668
Acc20527,Acc20527.1,d2706.a1.a1,PSS04671
Acc20530,Acc20530.1,c672.a1.a1,PSS04674
Acc20538,Acc20538.1,d1087.a1.a1,PSS04682
Acc20539,Acc20539.1,d1610.a2.a1,PSS04683
Acc20540,Acc20540.1,c642.a3.a1,PSS04684
Acc20543,Acc20543.1,d1804.a1.a1,PSS04687
Acc20546,Acc20546.1,c595.a4.a1,PSS04690
Acc20547,Acc20547.1,d1919.a1.a1,PSS04691
Acc20548,Acc20548.1,c637.a2.a1,PSS04692
Acc20551,Acc20551.1,d1266.a1.a1,PSS04695
Acc20553,Acc20553.1,c210.a1.a1,PSS04697
Acc20555,Acc20555.1,d1746.a2.a1,PSS04699
Acc20560,Acc20560.1,d2582.a1.a1,PSS04703
Acc20563,Acc20563.1,d2746.a1.a1,PSS04706
Acc20584,Acc20584.1,d2252.a1.a1,PSS04726
Acc20587,Acc20587.1,c732.a1.a1,PSS04729
Acc20593,Acc20593.1,d1222.a4.a1,PSS04735
Acc20619,Acc20619.1,d2547.a1.a1,PSS04761
Acc20625,Acc20625.1,d3274.a1.a1,PSS04767
Acc20628,Acc20628.1,d1349.a1.a1,PSS04770
Acc20630,Acc20630.1,d1921.a3.a1,PSS04772
Acc20631,Acc20631.1,d1921.a1.a1,PSS04773
Acc20638,Acc20638.1,d2919.a1.a1,PSS04780
Acc20642,Acc20642.1,c557.a3.a1,PSS04784
Acc20655,Acc20655.1,d1227.a1.a1,PSS04797
Acc20658,Acc20658.1,d3389.a1.a1,PSS04800
Acc20666,Acc20666.1,d1592.a1.a1,PSS04807
Acc20670,Acc20670.1,c554.a2.a1,PSS04811
Acc20700,Acc20700.1,c590.a3.a1,PSS04841
Acc20714,Acc20714.1,d2668.a1.a1,PSS04855
Acc20715,Acc20715.1,c398.a5.a1,PSS04856
Acc20726,Acc20726.1,d2455.a1.a1,PSS04867
Acc20734,Acc20734.1,d1926.a1.a1,PSS04874
Acc20743,Acc20743.1,c965.a1.a1,PSS04883
Acc20748,Acc20748.1,b60.a8.a1,PSS04888
Acc20749,Acc20749.1,b60.a1.a1,PSS04889
Acc20753,Acc20753.1,c685.a1.a1,PSS04893
Acc20759,Acc20759.1,d2506.a1.a1,PSS04899
Acc20764,Acc20764.1,c753.a1.a1,PSS04904
Acc20774,Acc20774.1,c512.a2.a1,PSS04914
Acc20776,Acc20776.1,d3308.a1.a1,PSS04916
Acc20785,Acc20785.1,c393.a2.a1,PSS04925
Acc20792,Acc20792.1,c224.a1.a1,PSS04932
Acc20799,Acc20799.1,d1193.a1.a1,PSS04939
Acc20806,Acc20806.1,c769.a1.a1,PSS04946
Acc20809,Acc20809.1,d1795.a1.a1,PSS04949
Acc20810,Acc20810.1,d2355.a1.a1,PSS04950
Acc20815,Acc20815.1,c308.a3.a1,PSS04955
Acc20825,Acc20825.1,d1982.a1.a1,PSS04964
Acc20826,Acc20826.1,d3390.a1.a1,PSS04965
Acc20836,Acc20836.1,c676.a1.a1,PSS04975
Acc20841,Acc20841.1,d1965.a2.a1,PSS04980
Acc20853,Acc20853.1,d3391.a1.a1,PSS04991
Acc20855,Acc20855.1,c699.a1.a1,PSS04993
Acc20858,Acc20858.1,c456.a4.a1,PSS04996
Acc20861,Acc20861.1,d2324.a1.a1,PSS04999
Acc20862,Acc20862.1,b91.a5.a1,PSS05000
Acc20868,Acc20868.1,d1113.a1.a1,PSS05006
Acc20872,Acc20872.1,d1401.a3.a1,PSS05010
Acc20874,Acc20874.1,d2164.a1.a1,PSS05012
Acc20897,Acc20897.1,c490.a1.a1,PSS05035
Acc20898,Acc20898.1,d1536.a2.a1,PSS05036
Acc20905,Acc20905.1,b89.a7.a1,PSS05043
Acc20919,Acc20919.1,d1267.a1.a1,PSS05056
Acc20925,Acc20925.1,c356.a1.a1,PSS05062
Acc20928,Acc20928.1,d1389.a1.a1,PSS05065
Acc20937,Acc20937.1,d2127.a1.a1,PSS05074
Acc20938,Acc20938.1,d3381.a2.a1,PSS05075
Acc20940,Acc20940.1,d1251.a5.a1,PSS05078
Acc20944,Acc20944.1,c207.a5.a1,PSS05082
Acc20951,Acc20951.1,d1043.a1.a1,PSS05089
Acc20953,Acc20953.1,c206.b13.a1,PSS05090
Acc20959,Acc20959.1,c851.a3.a1,PSS05096
Acc20960,Acc20960.1,c610.a3.a1,PSS05097
Acc20964,Acc20964.1,c309.a1.a1,PSS02531
Acc20972,Acc20972.1,c579.a2.a1,PSS02542
Acc20976,Acc20976.1,c727.a1.a1,PSS02545
Acc20980,Acc20980.1,d1478.a2.a1,PSS02549
Acc20982,Acc20982.1,d1331.a1.a1,PSS02551
Acc20983,Acc20983.1,c385.a1.a1,PSS02552
Acc20986,Acc20986.1,d1674.a1.a1,PSS02555
Acc21009,Acc21009.1,c517.a1.a1,PSS02579
Acc21025,Acc21025.1,d1408.a1.a1,PSS02621
Acc21028,Acc21028.1,c929.a2.a1,PSS02624
Acc21030,Acc21030.1,c223.a1.a1,PSS02626
Acc21031,Acc21031.1,d3243.a1.a1,PSS02627
Acc21050,Acc21050.1,c444.a5.a1,PSS02640
Acc21071,Acc21071.1,c917.a1.a1,PSS02661
Acc21082,Acc21082.1,c938.a1.a1,PSS02672
Acc21088,Acc21088.1,c237.a1.a1,PSS02678
Acc21094,Acc21094.1,c315.a2.a1,PSS02684
Acc21100,Acc21100.1,d1545.a2.a1,PSS02689
Acc21108,Acc21108.1,c157.a6.a1,PSS02697
Acc21112,Acc21112.1,c804.a3.a1,PSS02701
Acc21131,Acc21131.1,d3357.a1.a1,PSS02720
Acc21134,Acc21134.1,c731.a1.a1,PSS02722
Acc21137,Acc21137.1,d2125.a1.a1,PSS02725
Acc21138,Acc21138.1,c514.a1.a1,PSS02726
Acc21146,Acc21146.1,d2570.a1.a1,PSS02733
Acc21153,Acc21153.1,d3094.a1.a1,PSS02740
Acc21167,Acc21167.1,d1023.a2.a1,PSS02754
Acc21171,Acc21171.1,c427.a1.a1,PSS02758
Acc21176,Acc21176.1,c827.a2.a1,PSS02763
Acc21180,Acc21180.1,c671.a1.a1,PSS02766
Acc21182,Acc21182.1,c120.a5.a1,PSS02768
Acc21184,Acc21184.1,d2889.a1.a1,PSS02770
Acc21185,Acc21185.1,d2007.a1.a1,PSS02771
Acc21200,Acc21200.1,c907.a1.a1,PSS02820
Acc21206,Acc21206.1,c864.a1.a1,PSS02826
Acc21212,Acc21212.1,d1833.a1.a1,PSS02832
Acc21213,Acc21213.1,d1998.a1.a1,PSS02833
Acc21216,Acc21216.1,d1468.a2.a1,PSS02836
Acc21227,Acc21227.1,d2929.a1.a1,PSS02846
Acc21229,Acc21229.1,d1794.a1.a1,PSS02848
Acc21233,Acc21233.1,d2290.a2.a1,PSS02852
Acc21235,Acc21235.1,d3358.a1.a1,PSS02854
Acc21237,Acc21237.1,d1576.a2.a1,PSS02856
Acc21241,Acc21241.1,d2834.a1.a1,PSS02860
Acc21247,Acc21247.1,c783.a1.a1,PSS02867
Acc21259,Acc21259.1,d1234.a1.a1,PSS02879
Acc21260,Acc21260.1,d1513.a1.a1,PSS02880
Acc21263,Acc21263.1,c788.a1.a1,PSS02883
Acc21267,Acc21267.1,d2323.a1.a1,PSS02887
Acc21269,Acc21269.1,d2614.a2.a1,PSS02889
Acc21272,Acc21272.1,d1016.a2.a1,PSS02892
Acc21286,Acc21286.1,d1946.a1.a1,PSS02906
Acc21291,Acc21291.1,c286.a3.a1,PSS02911
Acc21295,Acc21295.1,d1891.a1.a1,PSS02915
Acc21304,Acc21304.1,c135.a1.a1,PSS02924
Acc21312,Acc21312.1,d3151.a1.a1,PSS02932
Acc21315,Acc21315.1,c352.a2.a1,PSS02935
Acc21317,Acc21317.1,c738.a1.a1,PSS02937
Acc21319,Acc21319.1,d2220.a1.a1,PSS02939
Acc21320,Acc21320.1,c469.a1.a1,PSS02940
Acc21328,Acc21328.1,b60.a4.a1,PSS02947
Acc21336,Acc21336.1,d2951.a1.a1,PSS02955
Acc21337,Acc21337.1,d1676.a1.a1,PSS02956
Acc21338,Acc21338.1,c965.a3.a1,PSS02957
Acc21342,Acc21342.1,d1645.a2.a1,PSS02961
Acc21348,Acc21348.1,d2375.a1.a1,PSS02966
Acc21357,Acc21357.1,d1997.a2.a1,PSS02975
Acc21369,Acc21369.1,d1966.a2.a1,PSS02987
Acc21397,Acc21397.1,d2660.a1.a1,PSS03015
Acc21399,Acc21399.1,d1157.a1.a1,PSS03017
Acc21404,Acc21404.1,d1200.a1.a1,PSS03021
Acc21409,Acc21409.1,d2131.a1.a1,PSS03026
Acc21425,Acc21425.1,d1758.a1.a1,PSS03042
Acc21432,Acc21432.1,c150.a5.a1,PSS03049
Acc21439,Acc21439.1,c658.a4.a1,PSS03056
Acc21440,Acc21440.1,d2376.a1.a1,PSS03057
Acc21450,Acc21450.1,c737.a2.a1,PSS03067
Acc21451,Acc21451.1,c937.a1.a1,PSS03068
Acc21452,Acc21452.1,c134.a2.a1,PSS03069
Acc21457,Acc21457.1,d2354.a1.a1,PSS03074
Acc21459,Acc21459.1,d1658.a2.a1,PSS03076
Acc21469,Acc21469.1,c245.a1.a1,PSS03086
Acc21475,Acc21475.1,d1650.a1.a1,PSS03092
Acc21476,Acc21476.1,d2452.a1.a1,PSS03093
Acc21477,Acc21477.1,c175.a1.a1,PSS03094
Acc21478,Acc21478.1,c945.a1.a1,PSS03095
Acc21481,Acc21481.1,d1182.a1.a1,PSS03098
Acc21482,Acc21482.1,d1929.a2.a1,PSS03099
Acc21488,Acc21488.1,c524.a1.a1,PSS03105
Acc21491,Acc21491.1,b55.a2.a1,PSS03108
Acc21493,Acc21493.1,d2379.a1.a1,PSS03110
Acc21514,Acc21514.1,c878.a2.a1,PSS03131
Acc21522,Acc21522.1,c830.a2.a1,PSS03139
Acc21535,Acc21535.1,c976.a1.a1,PSS03152
Acc21541,Acc21541.1,d1285.a2.a1,PSS03158
Acc21545,Acc21545.1,d3306.a1.a1,PSS03162
Acc21553,Acc21553.1,a5.a3.a1,PSS03169
Acc21563,Acc21563.1,b17.b10.a1,PSR95578
Acc21565,Acc21565.1,c725.a1.a1,PSR95576
Acc21566,Acc21566.1,b51.a4.a1,PSR95575
Acc21567,Acc21567.1,b51.a2.a1,PSR95574
Acc21570,Acc21570.1,d2179.a1.a1,PSR95571
Acc21575,Acc21575.1,d1017.a3.a1,PSR95566
Acc21578,Acc21578.1,d2421.a1.a1,PSR95563
Acc21587,Acc21587.1,d2724.a1.a1,PSR95554
Acc21589,Acc21589.1,d1846.a2.a1,PSR95552
Acc21594,Acc21594.1,d2023.a2.a1,PSR95547
Acc21597,Acc21597.1,d1883.a1.a1,PSR95545
Acc21600,Acc21600.1,c364.a7.a1,PSR95542
Acc21603,Acc21603.1,d1140.a1.a1,PSR95539
Acc21604,Acc21604.1,d1538.a3.a1,PSR95538
Acc21606,Acc21606.1,c472.a1.a1,PSR95583
Acc21608,Acc21608.1,d2198.a1.a1,PSR95585
Acc21609,Acc21609.1,c551.a1.a1,PSR95586
Acc21625,Acc21625.1,b16.a1.a1,PSR95602
Acc21627,Acc21627.1,d1518.a1.a1,PSR95604
Acc21628,Acc21628.1,d1199.a1.a1,PSR95605
Acc21634,Acc21634.1,c421.a3.a1,PSR95611
Acc21643,Acc21643.1,d1789.a1.a1,PSR95620
Acc21646,Acc21646.1,d3080.a1.a1,PSR95623
Acc21647,Acc21647.1,d1143.a1.a1,PSR95624
Acc21653,Acc21653.1,c458.a2.a1,PSR95630
Acc21661,Acc21661.1,d1971.a7.a1,PSR95638
Acc21662,Acc21662.1,d1971.a6.a1,PSR95639
Acc21673,Acc21673.1,d1222.a1.a1,PSR95650
Acc21680,Acc21680.1,c274.a2.a1,PSR95656
Acc21686,Acc21686.1,b60.b10.a1,PSR95662
Acc21711,Acc21711.1,d2847.a2.a1,PSR95687
Acc21712,Acc21712.1,c203.a1.a1,PSR95688
Acc21714,Acc21714.1,d1129.a2.a1,PSR95690
Acc21718,Acc21718.1,c648.a2.a1,PSR95694
Acc21723,Acc21723.1,d3088.a1.a1,PSR95699
Acc21731,Acc21731.1,c482.a5.a1,PSR95707
Acc21737,Acc21737.1,c138.a1.a1,PSR95713
Acc21743,Acc21743.1,d1287.a1.a1,PSR84619
Acc21744,Acc21744.1,d2365.a2.a1,PSR84620
Acc21747,Acc21747.1,d2042.a1.a1,PSR84623
Acc21755,Acc21755.1,d3214.a1.a1,PSR84631
Acc21766,Acc21766.1,d3363.a1.a1,PSR84642
Acc21767,Acc21767.1,d1430.a1.a1,PSR84643
Acc21773,Acc21773.1,c114.a1.a1,PSR84649
Acc21780,Acc21780.1,b86.a2.a1,PSR84656
Acc21782,Acc21782.1,d2101.a1.a1,PSR84658
Acc21787,Acc21787.1,d2272.a1.a1,PSR84663
Acc21793,Acc21793.1,c468.a3.a1,PSR84669
Acc21804,Acc21804.1,c330.a3.a1,PSR84680
Acc21805,Acc21805.1,c330.a2.a1,PSR84681
Acc21808,Acc21808.1,d2352.a2.a1,PSR84684
Acc21809,Acc21809.1,d1728.a2.a1,PSR84685
Acc21818,Acc21818.1,d3364.a1.a1,PSR84694
Acc21819,Acc21819.1,c293.a1.a1,PSR84695
Acc21821,Acc21821.1,c112.a1.a1,PSR84697
Acc21824,Acc21824.1,d2833.a2.a1,PSR84700
Acc21825,Acc21825.1,c443.a2.a1,PSR84701
Acc21833,Acc21833.1,d2888.a1.a1,PSR84709
Acc21846,Acc21846.1,d2222.a1.a1,PSR84722
Acc21854,Acc21854.1,d1154.a1.a1,PSR95723
Acc21858,Acc21858.1,d3236.a2.a1,PSR95726
Acc21870,Acc21870.1,d1290.a1.a1,PSR95738
Acc21872,Acc21872.1,c272.a1.a1,PSR95740
Acc21887,Acc21887.1,b89.a2.a1,PSR95755
Acc21889,Acc21889.1,d2777.a1.a1,PSR95757
Acc21892,Acc21892.1,d1383.a1.a1,PSR95760
Acc21896,Acc21896.1,d1344.a2.a1,PSR95764
Acc21900,Acc21900.1,d1733.a2.a1,PSR95768
Acc21911,Acc21911.1,d3140.a1.a1,PSR95779
Acc21933,Acc21933.1,c138.a8.a1,PSR95801
Acc21945,Acc21945.1,c812.a1.a1,PSR95813
Acc21980,Acc21980.1,c244.a2.a1,PSR95847
Acc21991,Acc21991.1,d2473.a1.a1,PSR95858
Acc22005,Acc22005.1,c396.a1.a1,PSR95871
Acc22008,Acc22008.1,d1592.a2.a1,PSR95874
Acc22015,Acc22015.1,d2785.a1.a1,PSR95881
Acc22022,Acc22022.1,d3352.a1.a1,PSR95888
Acc22025,Acc22025.1,d1127.a5.a1,PSR95891
Acc22028,Acc22028.1,d2703.a2.a1,PSR95894
Acc22032,Acc22032.1,c243.a1.a1,PSR95898
Acc22040,Acc22040.1,d1232.a1.a1,PSR95906
Acc22041,Acc22041.1,d1254.a1.a1,PSR95907
Acc22047,Acc22047.1,d1604.a3.a1,PSR95913
Acc22054,Acc22054.1,d2134.a1.a1,PSR95920
Acc22057,Acc22057.1,b17.a1.a1,PSR95923
Acc22063,Acc22063.1,c915.a1.a1,PSR95928
Acc22068,Acc22068.1,c260.a1.a1,PSR95933
Acc22069,Acc22069.1,d3379.a1.a1,PSR95934
Acc22070,Acc22070.1,d1100.a1.a1,PSR95935
Acc22076,Acc22076.1,c828.a2.a1,PSR95941
Acc22084,Acc22084.1,c563.a1.a1,PSR95949
Acc22089,Acc22089.1,c744.a2.a1,PSR95954
Acc22094,Acc22094.1,c406.a1.a1,PSR95959
Acc22098,Acc22098.1,d2949.a1.a1,PSR95963
Acc22106,Acc22106.1,c355.a3.a1,PSR95971
Acc22107,Acc22107.1,b32.a4.a1,PSR95972
Acc22109,Acc22109.1,d1171.a2.a1,PSR95974
Acc22110,Acc22110.1,c192.a1.a1,PSR95975
Acc22112,Acc22112.1,d1615.a1.a1,PSR95977
Acc22115,Acc22115.1,d1632.a1.a1,PSR95980
Acc22117,Acc22117.1,c182.a4.a1,PSR95982
Acc22118,Acc22118.1,b45.a3.a1,PSR95983
Acc22120,Acc22120.1,c716.a2.a1,PSR95985
Acc22121,Acc22121.1,d3294.a1.a1,PSR95986
Acc22123,Acc22123.1,d1958.a1.a1,PSR95988
Acc22126,Acc22126.1,c494.a3.a1,PSR95991
Acc22143,Acc22143.1,d1630.a3.a1,PSR96008
Acc22144,Acc22144.1,d1630.a2.a1,PSR96009
Acc22147,Acc22147.1,b88.b10.a1,PSR96012
Acc22149,Acc22149.1,c736.a2.a1,PSR96014
Acc22153,Acc22153.1,c150.a1.a1,PSR96018
Acc22157,Acc22157.1,d2102.a1.a1,PSR96022
Acc22160,Acc22160.1,b35.a5.a1,PSR96025
Acc22169,Acc22169.1,b61.a3.a1,PSR96034
Acc22171,Acc22171.1,c229.a2.a1,PSR96036
Acc22172,Acc22172.1,d2505.a1.a1,PSR96037
Acc22183,Acc22183.1,c956.a2.a1,PSR96048
Acc22188,Acc22188.1,d2991.a1.a1,PSR96053
Acc22191,Acc22191.1,c484.a1.a1,PSR96056
Acc22194,Acc22194.1,c150.a3.a1,PSR96059
Acc22196,Acc22196.1,c896.a1.a1,PSR96061
Acc22201,Acc22201.1,d2744.a1.a1,PSR96066
Acc22204,Acc22204.1,d2536.a1.a1,PSR96069
Acc22220,Acc22220.1,d1175.a1.a1,PSR96085
Acc22225,Acc22225.1,c960.a2.a1,PSR96090
Acc22226,Acc22226.1,c259.a1.a1,PSR96091
Acc22227,Acc22227.1,c813.a1.a1,PSR96092
Acc22229,Acc22229.1,c956.a1.a1,PSR96094
Acc22234,Acc22234.1,c622.a1.a1,PSR96099
Acc22236,Acc22236.1,d2953.a1.a1,PSR96101
Acc22238,Acc22238.1,d1021.a1.a1,PSR96103
Acc22243,Acc22243.1,d1460.a4.a1,PSR96108
Acc22247,Acc22247.1,d3089.a1.a1,PSR96112
Acc22250,Acc22250.1,b29.a2.a1,PSR96115
Acc22257,Acc22257.1,d2430.a1.a1,PSR96122
Acc22261,Acc22261.1,b35.b20.a1,PSR96126
Acc22262,Acc22262.1,c482.b17.a1,PSR96127
Acc22277,Acc22277.1,b39.a2.a1,PSR96142
Acc22283,Acc22283.1,c581.a2.a1,PSR96148
Acc22288,Acc22288.1,d2210.a1.a1,PSR96153
Acc22289,Acc22289.1,c987.a3.a1,PSR96154
Acc22291,Acc22291.1,c531.a1.a1,PSR96156
Acc22292,Acc22292.1,c720.a2.a1,PSR96157
Acc22296,Acc22296.1,d2082.a1.a1,PSR96161
Acc22298,Acc22298.1,c333.a1.a1,PSR96163
Acc22299,Acc22299.1,c773.a4.a1,PSR96164
Acc22302,Acc22302.1,c450.a1.a1,PSR96167
Acc22306,Acc22306.1,d2892.a1.a1,PSR96171
Acc22307,Acc22307.1,d2701.a1.a1,PSR96172
Acc22313,Acc22313.1,d1301.a2.a1,PSR96178
Acc22316,Acc22316.1,c140.a6.a1,PSR96181
Acc22317,Acc22317.1,c701.a1.a1,PSR96182
Acc22325,Acc22325.1,d2927.a1.a1,PSR96190
Acc22327,Acc22327.1,d2180.a2.a1,PSR96192
Acc22328,Acc22328.1,c771.a1.a1,PSR96193
Acc22343,Acc22343.1,c614.a3.a1,PSR96208
Acc22345,Acc22345.1,d1566.a2.a1,PSR96210
Acc22346,Acc22346.1,c407.a1.a1,PSR96211
Acc22356,Acc22356.1,c377.a1.a1,PSR96221
Acc22361,Acc22361.1,c287.a3.a1,PSR96226
Acc22372,Acc22372.1,c962.a1.a1,PSR96237
Acc22373,Acc22373.1,c463.a3.a1,PSR96238
Acc22391,Acc22391.1,b73.a1.a1,PSS01033
Acc22398,Acc22398.1,d2145.a1.a1,PSS01040
Acc22405,Acc22405.1,d1975.a2.a1,PSS01047
Acc22410,Acc22410.1,d2263.a1.a1,PSS01052
Acc22413,Acc22413.1,d2624.a1.a1,PSS01055
Acc22414,Acc22414.1,c700.a2.a1,PSS01056
Acc22416,Acc22416.1,d2431.a1.a1,PSS01058
Acc22422,Acc22422.1,c752.a1.a1,PSS01064
Acc22433,Acc22433.1,d2385.a1.a1,PSS01075
Acc22434,Acc22434.1,d1191.a1.a1,PSS01076
Acc22435,Acc22435.1,c154.a1.a1,PSS01077
Acc22444,Acc22444.1,d1319.a2.a1,PSS01086
Acc22447,Acc22447.1,d3385.a1.a1,PSS01089
Acc22456,Acc22456.1,c125.a4.a1,PSS01098
Acc22457,Acc22457.1,d2561.a1.a1,PSS01099
Acc22460,Acc22460.1,c809.a2.a1,PSS01102
Acc22472,Acc22472.1,d2009.a2.a1,PSS01114
Acc22475,Acc22475.1,c717.a1.a1,PSS01117
Acc22480,Acc22480.1,d1594.a3.a1,PSS01122
Acc22485,Acc22485.1,d1499.a2.a1,PSS01127
Acc22486,Acc22486.1,d1499.a1.a1,PSS01128
Acc22487,Acc22487.1,c229.a1.a1,PSS01129
Acc22491,Acc22491.1,d1920.a3.a1,PSS01133
Acc22494,Acc22494.1,d3115.a1.a1,PSS01136
Acc22496,Acc22496.1,d2630.a1.a1,PSS01138
Acc22497,Acc22497.1,d2913.a1.a1,PSS01139
Acc22501,Acc22501.1,c143.a1.a1,PSS01143
Acc22502,Acc22502.1,d1683.a1.a1,PSS01144
Acc22534,Acc22534.1,d3386.a1.a1,PSS01176
Acc22539,Acc22539.1,d2601.a2.a1,PSS01181
Acc22543,Acc22543.1,d1181.a1.a1,PSS01185
Acc22545,Acc22545.1,c125.a2.a1,PSS01187
Acc22546,Acc22546.1,c695.a1.a1,PSS01188
Acc22548,Acc22548.1,d2725.a1.a1,PSS01190
Acc22553,Acc22553.1,c137.a5.a1,PSS01195
Acc22572,Acc22572.1,c991.a1.a1,PSS01214
Acc22574,Acc22574.1,d3301.a1.a1,PSS01216
Acc22575,Acc22575.1,c463.a7.a1,PSS01217
Acc22581,Acc22581.1,d3149.a1.a1,PSS01223
Acc22591,Acc22591.1,c936.a2.a1,PSS01233
Acc22592,Acc22592.1,c904.a1.a1,PSS01234
Acc22606,Acc22606.1,c581.a9.a1,PSS01248
Acc22608,Acc22608.1,d2811.a1.a1,PSS01250
Acc22620,Acc22620.1,c140.a2.a1,PSS01262
Acc22623,Acc22623.1,d3302.a1.a1,PSS01265
Acc22629,Acc22629.1,d2110.a2.a1,PSS01271
Acc22631,Acc22631.1,d2110.a4.a1,PSS01273
Acc22633,Acc22633.1,d2110.a5.a1,PSS01275
Acc22634,Acc22634.1,d2110.a1.a1,PSS01276
Acc22636,Acc22636.1,d2110.a3.a1,PSS01278
Acc22641,Acc22641.1,c394.a2.a1,PSS01283
Acc22647,Acc22647.1,d1633.a1.a1,PSS01289
Acc22654,Acc22654.1,d2445.a1.a1,PSS01296
Acc22657,Acc22657.1,d1552.a2.a1,PSS01299
Acc22662,Acc22662.1,c216.a2.a1,PSS01304
Acc22678,Acc22678.1,c290.a1.a1,PSS01320
Acc22683,Acc22683.1,d2533.a1.a1,PSS01325
Acc22691,Acc22691.1,b49.a5.a1,PSS01333
Acc22692,Acc22692.1,c494.a2.a1,PSS01334
Acc22702,Acc22702.1,d1670.a1.a1,PSS01344
Acc22707,Acc22707.1,d3013.a1.a1,PSS01349
Acc22708,Acc22708.1,d1635.a2.a1,PSS01350
Acc22717,Acc22717.1,d2641.a1.a1,PSS01359
Acc22720,Acc22720.1,c579.a1.a1,PSS01362
Acc22723,Acc22723.1,d2894.a1.a1,PSS01365
Acc22731,Acc22731.1,c947.a2.a1,PSS01373
Acc22736,Acc22736.1,d2311.a2.a1,PSS01378
Acc22740,Acc22740.1,c172.a2.a1,PSS01382
Acc22742,Acc22742.1,d3034.a1.a1,PSS01384
Acc22770,Acc22770.1,c276.a2.a1,PSS01413
Acc22778,Acc22778.1,d2175.a1.a1,PSS01421
Acc22779,Acc22779.1,c241.a3.a1,PSS01422
Acc22781,Acc22781.1,d2094.a1.a1,PSS01424
Acc22784,Acc22784.1,c621.a1.a1,PSS01427
Acc22798,Acc22798.1,c861.a1.a1,PSS01441
Acc22803,Acc22803.1,c816.a2.a1,PSS01446
Acc22822,Acc22822.1,d2344.a1.a1,PSS01465
Acc22829,Acc22829.1,d3303.a1.a1,PSS01472
Acc22833,Acc22833.1,c560.a4.a1,PSS01476
Acc22834,Acc22834.1,c521.a6.a1,PSS01477
Acc22841,Acc22841.1,d2485.a1.a1,PSS01484
Acc22858,Acc22858.1,d2067.a1.a1,PSS01501
